sim_time,world_x,world_y,world_yaw,state
37.576,0.43339979397105044,-1.5763413744091446,1.2212874271946141,navigate_east
37.676,0.4629847989658498,-1.5959843616618117,1.2211304941180796,navigate_east
37.776,0.49254106286265037,-1.6157008528832058,1.2210045863097854,navigate_east
37.878,0.5223896318735618,-1.635725845068382,1.221176196560208,navigate_east
37.978,0.5486734023195802,-1.654078187312483,1.2213328865515498,navigate_east
38.078,0.5734762358093027,-1.6715916954789243,1.2215102360710097,navigate_east
38.18,0.5971219058858704,-1.6885945393596422,1.2216888994837396,navigate_east
38.28,0.6183619664492446,-1.7044073973267475,1.2218678083549905,navigate_east
38.38,0.6387410048948315,-1.7198827842612405,1.2219140965033215,navigate_east
38.482,0.6602177235653922,-1.7360255213214972,1.221784602925884,navigate_east
38.582,0.67985160944541,-1.7512215174777779,1.221666671841702,navigate_east
38.682,0.6978500552201368,-1.765581911080573,1.2215467190050697,navigate_east
38.784,0.7146548749764898,-1.7793017500377348,1.2214212223655245,navigate_east
38.884,0.7299191685702091,-1.7918651504594423,1.2212949382221163,navigate_east
38.984,0.743978482640827,-1.8035121680671597,1.2211686831594566,navigate_east
39.084,0.7569182292190209,-1.8142733238406188,1.2210417533656006,navigate_east
39.186,0.76908434641856,-1.824406313182685,1.220972506883776,navigate_east
39.286,0.7801480476509298,-1.8335961588174265,1.2212132643708937,navigate_east
39.386,0.7902903625046346,-1.8419835302649266,1.2214606701771142,navigate_east
39.488,0.7998056057400447,-1.8497780149002003,1.2217195207198264,navigate_east
39.588,0.8084670510341982,-1.8567733871914165,1.2219816380155006,navigate_east
39.688,0.8169272711316105,-1.8633599046356677,1.2222543502014385,navigate_east
39.79,0.8256422308334119,-1.8698005974063003,1.2225380554272773,navigate_east
39.89,0.8343069946678746,-1.8758614955426982,1.2228203184169537,navigate_east
39.99,0.8430645699705056,-1.8817141098573573,1.223106775151078,navigate_east
40.09,0.8518992705773222,-1.887395549918734,1.2233974542198647,navigate_east
40.192,0.8609657541272786,-1.8930507516377733,1.223697510570938,navigate_east
40.292,0.869898124794518,-1.898497381283191,1.223995007829078,navigate_east
40.392,0.8788715087382578,-1.9038576746896072,1.2242952432484946,navigate_east
40.494,0.8880721025499767,-1.9092255624189352,1.224604091861943,navigate_east
